sample_id,gen_name,orig_text_clip,gen_text_clip,orig_gen_clip,orig_text_vclip,gen_text_vclip,orig_gen_vclip
116,116.mp4,0.3481610119342804,0.31150466203689575,0.8190181255340576,0.19777628779411316,0.2804615795612335,0.46935680508613586
120,120.mp4,0.40376174449920654,0.4439277648925781,0.8449293375015259,0.24138161540031433,0.265843003988266,0.7410513162612915
124,124.mp4,0.3903743326663971,0.3598223924636841,0.860287070274353,0.2974282205104828,0.23480820655822754,0.6521703004837036
128,128.mp4,0.34946197271347046,0.3447062075138092,0.8075578212738037,0.23824065923690796,0.2188645303249359,0.8089731931686401
135,135.mp4,0.3566769063472748,0.33908724784851074,0.7286378145217896,0.2845184803009033,0.23820269107818604,0.38962453603744507
136,136.mp4,0.37563514709472656,0.3711131811141968,0.8513844013214111,0.3239997327327728,0.27863332629203796,0.8202637434005737
139,139.mp4,0.3462684750556946,0.3633486330509186,0.8396961688995361,0.2453971952199936,0.2930997908115387,0.7473713159561157
143,143.mp4,0.3517862856388092,0.3569379448890686,0.764748215675354,0.20782175660133362,0.25977182388305664,0.5094074010848999
146,146.mp4,0.3869818150997162,0.401312917470932,0.8664683103561401,0.3374097943305969,0.30427229404449463,0.7925237417221069
156,156.mp4,0.38189855217933655,0.3170137405395508,0.805848240852356,0.20017090439796448,0.23827439546585083,0.17351052165031433
157,157.mp4,0.4077596664428711,0.3958212733268738,0.9390541315078735,0.31351393461227417,0.3366289734840393,0.6696022748947144
159,159.mp4,0.35170745849609375,0.42820751667022705,0.8537130951881409,0.28455376625061035,0.21950271725654602,0.5376209020614624
164,164.mp4,0.3301980495452881,0.3717421293258667,0.8509654998779297,0.262975811958313,0.23674194514751434,0.8957880735397339
168,168.mp4,0.31248143315315247,0.33835169672966003,0.7813782691955566,0.20767448842525482,0.22088801860809326,0.6910861730575562
170,170.mp4,0.3577401340007782,0.3596822917461395,0.9298093318939209,0.2764280438423157,0.24193668365478516,0.8058305382728577
172,172.mp4,0.3990459144115448,0.4444923400878906,0.8921802043914795,0.28428688645362854,0.30286288261413574,0.7146944403648376
175,175.mp4,0.3685188293457031,0.372088760137558,0.954717218875885,0.27068567276000977,0.2498256266117096,0.8943459987640381
177,177.mp4,0.3001593351364136,0.3151927888393402,0.8788518309593201,0.31609952449798584,0.3248051404953003,0.9151585102081299
178,178.mp4,0.3921261131763458,0.33843231201171875,0.7898343205451965,0.20329058170318604,0.22602644562721252,0.7149131894111633
183,183.mp4,0.35291001200675964,0.3532227873802185,0.8687900304794312,0.2767585515975952,0.2793882489204407,0.7612848281860352
184,184.mp4,0.36770591139793396,0.3645784854888916,0.8745925426483154,0.28206026554107666,0.263171523809433,0.8870158791542053
186,186.mp4,0.39725691080093384,0.3976473808288574,0.9356939196586609,0.3236989974975586,0.3587847650051117,0.943873405456543
193,193.mp4,0.3815494775772095,0.35392796993255615,0.7492902278900146,0.26210692524909973,0.19893279671669006,0.6024770736694336
